,Date,sentiment_score,avg_sentiment,ticker,Open,High,Low,Close,Adj Close,Volume,month,day,is_quarter_end,predicted
2635,2019-10-10,0.4756066666666667,Positive,AAPL,56.982498,57.610001,56.825001,57.522499,56.278015,113013600.0,10,3,0,53.96653249412361
2639,2019-10-14,0.7224555555555556,Positive,AAPL,58.724998,59.532501,58.6675,58.967499,57.691761,96427600.0,10,0,0,53.96653249412361
2640,2019-10-15,0.9196666666666666,Positive,AAPL,59.0975,59.412498,58.720001,58.830002,57.557236,87360000.0,10,1,0,53.96653249412361
2641,2019-10-16,0.680025,Positive,AAPL,58.342499,58.810001,58.299999,58.592499,57.324879,73903200.0,10,2,0,53.96653249412361
2642,2019-10-17,0.7848875,Positive,AAPL,58.772499,59.037498,58.380001,58.82,57.547455,67585200.0,10,3,0,53.96653249412361
2643,2019-10-18,0.5239222222222222,Positive,AAPL,58.647499,59.395,58.572498,59.102501,57.823841,97433600.0,10,4,0,53.96653249412361
2646,2019-10-21,0.84194375,Positive,AAPL,59.380001,60.247501,59.330002,60.127499,58.82666,87247200.0,10,0,0,53.96653249412361
2647,2019-10-22,0.6032071428571429,Positive,AAPL,60.290001,60.549999,59.904999,59.990002,58.692146,82293600.0,10,1,0,53.96653249412361
2648,2019-10-23,0.47345000000000004,Positive,AAPL,60.525002,60.810001,60.305,60.794998,59.479721,75828800.0,10,2,0,53.96653249412361
2649,2019-10-24,0.76649,Positive,AAPL,61.127499,61.200001,60.452499,60.895,59.577553,69275200.0,10,3,0,53.96653249412361
2650,2019-10-25,0.6955166666666667,Positive,AAPL,60.790001,61.682499,60.720001,61.645,60.311337,73477200.0,10,4,0,53.96653249412361
2653,2019-10-28,0.6963526315789474,Positive,AAPL,61.855,62.3125,61.68,62.262501,60.915474,96572800.0,10,0,0,53.96653249412361
2654,2019-10-29,0.7123466666666667,Positive,AAPL,62.2425,62.4375,60.642502,60.822498,59.506634,142839600.0,10,1,0,53.95600037487352
2655,2019-10-30,0.9203210526315789,Positive,AAPL,61.189999,61.325001,60.302502,60.814999,59.499294,124522000.0,10,2,0,53.94870398530009
2656,2019-10-31,0.7779555555555555,Positive,AAPL,61.810001,62.2925,59.314999,62.189999,60.844547,139162000.0,10,3,0,53.95600037487352
2657,2019-11-01,0.5302181818181818,Positive,AAPL,38.220001,38.424999,37.877499,38.072498,36.807606,108092800.0,11,4,0,36.13777857165721
2658,2019-11-02,0.7505,Positive,AAPL,42.762501,42.802502,42.3125,42.357498,41.125877,83973600.0,11,5,0,40.364692963279424
2659,2019-11-03,0.7549,Positive,AAPL,43.872501,44.779999,43.837502,44.724998,43.424545,128044000.0,11,6,0,42.340772501199275
2660,2019-11-04,0.954678448275862,Positive,AAPL,50.212502,50.25,49.610001,49.737499,48.291286,83603200.0,11,0,0,48.32864235710175
2662,2019-11-06,0.5360666666666667,Positive,AAPL,48.715,49.0,48.400002,48.702499,47.468483,107731600.0,11,2,0,46.65598657120109
2663,2019-11-07,0.8564499999999999,Positive,AAPL,50.827499,51.0975,50.427502,50.4375,49.159527,80767200.0,11,3,0,48.333323534704185
2666,2019-11-10,0.9806000000000001,Positive,AAPL,58.237499,59.41,58.077499,59.052502,57.774925,166795600.0,11,6,0,53.81449865837027
2667,2019-11-11,0.8436222222222223,Positive,AAPL,64.574997,65.6175,64.57,65.550003,64.324387,81821200.0,11,0,0,53.96653249412361
2668,2019-11-12,0.7326142857142858,Positive,AAPL,67.202499,67.775002,67.125,67.692497,66.426834,78756800.0,11,1,0,53.96653249412361
2669,2019-11-13,0.6023,Positive,AAPL,65.282501,66.195,65.267502,66.1175,64.881279,102734400.0,11,2,0,53.96653249412361
2670,2019-11-14,0.980875,Positive,AAPL,65.9375,66.220001,65.525002,65.660004,64.43235,89182800.0,11,3,0,53.96653249412361
2671,2019-11-15,0.31574285714285716,Positive,AAPL,65.919998,66.445,65.752502,66.440002,65.197739,100206400.0,11,4,0,53.96653249412361
2674,2019-11-18,0.8285846153846154,Positive,AAPL,66.449997,66.857498,66.057503,66.775002,65.526482,86703200.0,11,0,0,53.96653249412361
2675,2019-11-19,0.8764301369863013,Positive,AAPL,66.974998,67.0,66.347504,66.572502,65.327782,76167200.0,11,1,0,53.96653249412361
2676,2019-11-20,0.8272423076923077,Positive,AAPL,66.385002,66.519997,65.099998,65.797501,64.567261,106234400.0,11,2,0,53.96653249412361
2677,2019-11-21,0.7536692307692309,Positive,AAPL,65.922501,66.002502,65.294998,65.502502,64.277794,121395200.0,11,3,0,53.94870398530009
2678,2019-11-22,0.22182000000000004,Positive,AAPL,65.647499,65.794998,65.209999,65.445,64.221352,65325200.0,11,4,0,53.96653249412361
2681,2019-11-25,0.7262000000000001,Positive,AAPL,65.677498,66.610001,65.629997,66.592499,65.347389,84020400.0,11,0,0,53.96653249412361
2682,2019-11-26,0.592,Positive,AAPL,66.735001,66.790001,65.625,66.072502,64.83712,105207600.0,11,1,0,53.96653249412361
2683,2019-11-27,-0.10211666666666668,Negative,AAPL,66.394997,66.995003,66.327499,66.959999,65.708015,65235600.0,11,2,0,53.96653249412361
2685,2019-11-29,0.576275,Positive,AAPL,66.650002,67.0,66.474998,66.8125,65.563278,46617600.0,11,4,0,53.96653249412361
2688,2019-12-02,0.7503133333333333,Positive,AAPL,42.525002,42.75,42.424999,42.7225,41.480263,89134000.0,12,0,1,40.4119651009463
2689,2019-12-03,0.47454,Positive,AAPL,45.0,45.6675,44.842499,45.227501,43.912434,129870400.0,12,1,1,43.710305869117555
2690,2019-12-04,0.9457774193548387,Positive,AAPL,49.799999,50.035,49.052502,49.717499,48.271873,111042800.0,12,2,1,48.333323534704185
2692,2019-12-06,0.9835,Positive,AAPL,48.487499,48.9925,48.3475,48.547501,47.31741,73012800.0,12,4,1,46.65146784698798
2693,2019-12-07,0.8733,Positive,AAPL,50.612499,51.0,50.549999,50.825001,49.537205,70380800.0,12,5,1,48.32864235710175
2694,2019-12-08,0.6677833333333334,Positive,AAPL,49.904999,50.512501,49.787498,50.119999,49.035675,89927600.0,12,6,1,48.333323534704185
2695,2019-12-09,0.7786642857142857,Positive,AAPL,56.200001,56.605,55.715,55.772499,54.565891,128906800.0,12,0,1,53.951163550810925
2697,2019-12-11,0.8422555555555555,Positive,AAPL,65.387497,65.697502,65.230003,65.489998,64.265511,87388800.0,12,2,1,53.96653249412361
2698,2019-12-12,0.74436875,Positive,AAPL,66.945,68.139999,66.830002,67.864998,66.5961,137310400.0,12,3,1,53.95600037487352
2699,2019-12-13,0.56263,Positive,AAPL,67.864998,68.824997,67.732498,68.787498,67.501358,133587600.0,12,4,1,53.95600037487352
2702,2019-12-16,0.8410923076923077,Positive,AAPL,69.25,70.197502,69.245003,69.964996,68.656837,128186000.0,12,0,1,53.951163550810925
2703,2019-12-17,0.8230333333333334,Positive,AAPL,69.892502,70.442497,69.699997,70.102501,68.791771,114158400.0,12,1,1,53.96653249412361
2704,2019-12-18,0.95845,Positive,AAPL,69.949997,70.474998,69.779999,69.934998,68.627396,116028400.0,12,2,1,53.96653249412361
2705,2019-12-19,0.9051177777777778,Positive,AAPL,69.875,70.294998,69.737503,70.004997,68.696083,98369200.0,12,3,1,53.96653249412361
2706,2019-12-20,0.8179391304347826,Positive,AAPL,70.557503,70.662498,69.639999,69.860001,68.553818,275978000.0,12,4,1,53.88939221133925
2709,2019-12-23,0.754825,Positive,AAPL,70.1325,71.0625,70.092499,71.0,69.672501,98572000.0,12,0,1,53.96653249412361
2710,2019-12-24,0.9585799999999999,Positive,AAPL,71.172501,71.222504,70.730003,71.067497,69.738731,48478800.0,12,1,1,53.96653249412361
2712,2019-12-26,0.9204666666666667,Positive,AAPL,71.205002,72.495003,71.175003,72.477501,71.12236,93121200.0,12,3,1,53.96653249412361
2713,2019-12-27,0.6379181818181818,Positive,AAPL,72.779999,73.4925,72.029999,72.449997,71.095383,146266000.0,12,4,1,53.95600037487352
2716,2019-12-30,0.9389777777777779,Positive,AAPL,72.364998,73.172501,71.305,72.879997,71.517342,144114400.0,12,0,1,53.95600037487352
2717,2019-12-31,0.6785625,Positive,AAPL,72.482498,73.419998,72.379997,73.412498,72.039879,100805600.0,12,1,1,53.96653249412361
